,structure_name,structure_path,site Number,site AtomicWeight,site Row,site Column,site Electronegativity,site CovalentRadius,AGNI eta=8.00e-01,AGNI eta=1.23e+00,AGNI eta=1.88e+00,AGNI eta=2.89e+00,AGNI eta=4.43e+00,AGNI eta=6.80e+00,AGNI eta=1.04e+01,AGNI eta=1.60e+01,G2_0.05,G2_4.0,G2_20.0,G2_80.0,G4_0.005_1.0_1.0,G4_0.005_1.0_-1.0,G4_0.005_4.0_1.0,G4_0.005_4.0_-1.0,local difference in Number,local difference in AtomicWeight,local difference in Row,local difference in Column,local difference in Electronegativity,local difference in CovalentRadius,local signed difference in Number,local signed difference in AtomicWeight,local signed difference in Row,local signed difference in Column,local signed difference in Electronegativity,local signed difference in CovalentRadius,maximum local difference in Number,maximum local difference in AtomicWeight,maximum local difference in Row,maximum local difference in Column,maximum local difference in Electronegativity,maximum local difference in CovalentRadius,minimum local difference in Number,minimum local difference in AtomicWeight,minimum local difference in Row,minimum local difference in Column,minimum local difference in Electronegativity,minimum local difference in CovalentRadius
ALIDIL_FSR.cif_94,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.6707335750318556,1.6920832542168973,3.0656273833767216,5.186235924765786,7.437287823873072,8.987459201182833,9.812303013584971,10.199410679701547,10.344817009859646,4.399542939210046,1.4501108917904715,0.14402167584189304,17.896612961250693,10.579345129233573,9.439639464534324,2.7097534061928967,4.009285030194804,8.7725463625276,0.7528779403367052,10.032308552888447,0.38350599008837283,35.10398395770813,-3.519494373172249,-7.794924211110577,-0.7528779403367052,-9.542517895865892,-0.1435085681473204,-35.10398395770813,1.0,1.9960000000000004,0.0,1.0,0.4900000000000002,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_95,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.6707335750318564,1.6920832542168984,3.065627383376723,5.186235924765785,7.437287823873075,8.987459201182837,9.81230301358497,10.199410679701554,10.34481700985965,4.399542939210047,1.4501108917904726,0.14402167584189346,17.896612961250693,10.579345129233571,9.439639464534324,2.7097534061929,4.009285030194805,8.7725463625276,0.7528779403367054,10.03230855288845,0.3835059900883728,35.10398395770814,-3.51949437317225,-7.79492421111058,-0.7528779403367054,-9.542517895865895,-0.1435085681473205,-35.10398395770814,1.0,1.9960000000000004,0.0,1.0,0.4900000000000002,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_96,ALIDIL_FSR.cif,example,7.0,14.0067,2.0,15.0,3.04,71.0,0.14746769455181444,1.0501161417465865,3.1304364497421386,5.599875245652886,7.622642353586022,8.87562117934417,9.517191507360216,9.813917759904896,9.924752325202805,4.783156985869989,0.7467862335672081,0.009007724435918822,20.026158855041903,11.378010090321052,11.379985607179599,3.618145471470381,3.41803117385652,7.31698452714092,0.483606234771304,7.286881052026951,0.6587492216774188,21.926218216995636,-3.4066320518001265,-7.294269496619145,-0.483606234771304,-7.275481929970558,-0.6541895728548616,-16.819276174990645,1.0,1.9926999999999992,0.0,1.0,0.3999999999999999,5.0,-6.0,-12.99876,-1.0,-14.0,-0.8399999999999999,-40.0
ALIDIL_FSR.cif_97,ALIDIL_FSR.cif,example,7.0,14.0067,2.0,15.0,3.04,71.0,0.1474676945518147,1.0501161417465874,3.130436449742139,5.5998752456528855,7.622642353586023,8.875621179344167,9.517191507360215,9.813917759904893,9.924752325202805,4.78315698586999,0.7467862335672089,0.009007724435918837,20.026158855041906,11.378010090321052,11.379985607179604,3.618145471470383,3.4180311738565194,7.316984527140919,0.4836062347713039,7.28688105202695,0.6587492216774187,21.926218216995636,-3.4066320518001265,-7.294269496619144,-0.4836062347713039,-7.275481929970557,-0.6541895728548615,-16.81927617499064,1.0,1.9926999999999992,0.0,1.0,0.3999999999999999,5.0,-6.0,-12.99876,-1.0,-14.0,-0.8399999999999999,-40.0
ALIDIL_FSR.cif_98,ALIDIL_FSR.cif,example,7.0,14.0067,2.0,15.0,3.04,71.0,0.14746769455181477,1.050116141746588,3.1304364497421395,5.599875245652886,7.622642353586021,8.875621179344165,9.517191507360213,9.813917759904896,9.924752325202803,4.783156985869991,0.7467862335672091,0.009007724435918824,20.026158855041903,11.378010090321057,11.379985607179593,3.6181454714703842,3.4180311738565186,7.316984527140917,0.48360623477130377,7.286881052026948,0.6587492216774188,21.926218216995633,-3.406632051800125,-7.294269496619142,-0.48360623477130377,-7.275481929970555,-0.6541895728548612,-16.819276174990634,1.0,1.9926999999999992,0.0,1.0,0.3999999999999999,5.0,-6.0,-12.99876,-1.0,-14.0,-0.8399999999999999,-40.0
ALIDIL_FSR.cif_99,ALIDIL_FSR.cif,example,7.0,14.0067,2.0,15.0,3.04,71.0,0.14746769455181402,1.0501161417465854,3.1304364497421373,5.599875245652885,7.622642353586021,8.875621179344167,9.517191507360215,9.813917759904896,9.924752325202805,4.783156985869989,0.7467862335672072,0.009007724435918733,20.026158855041903,11.378010090321045,11.379985607179595,3.6181454714703785,3.418031173856522,7.316984527140924,0.4836062347713044,7.286881052026958,0.6587492216774189,21.926218216995654,-3.4066320518001287,-7.29426949661915,-0.4836062347713044,-7.275481929970565,-0.6541895728548617,-16.819276174990666,1.0,1.9926999999999992,0.0,1.0,0.3999999999999999,5.0,-6.0,-12.99876,-1.0,-14.0,-0.8399999999999999,-40.0
ALIDIL_FSR.cif_100,ALIDIL_FSR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.06784504234405041,0.3728249359486572,1.473197192690571,3.6860941240401064,5.928812030524935,7.3978144200068945,8.159811800598488,8.513372352948227,8.645554501432217,2.867548138981984,0.26937966200175895,0.004723527778969749,11.52101438776405,3.945187269435172,6.770677689977271,0.6090457238021991,8.178492680771921,18.769605233610296,0.8050531050538274,6.055427026333832,0.9167935175278448,34.571791848123176,4.462850430700934,10.960570556371643,0.41830267992741665,-6.055427026333832,-0.9167935175278448,21.0355269686988,31.0,72.90645,3.0,0.0,0.0,124.0,-7.0,-14.99146,-1.0,-15.0,-2.2199999999999998,-35.0
ALIDIL_FSR.cif_101,ALIDIL_FSR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.06784504234404978,0.3728249359486558,1.4731971926905696,3.686094124040105,5.9288120305249326,7.397814420006892,8.159811800598488,8.513372352948227,8.645554501432215,2.8675481389819826,0.26937966200175767,0.004723527778969662,11.521014387764042,3.94518726943517,6.770677689977268,0.6090457238021977,8.178492680771926,18.76960523361031,0.8050531050538277,6.055427026333831,0.916793517527845,34.5717918481232,4.462850430700941,10.96057055637166,0.41830267992741726,-6.055427026333831,-0.916793517527845,21.03552696869883,31.0,72.90645,3.0,0.0,0.0,124.0,-7.0,-14.99146,-1.0,-15.0,-2.2199999999999998,-35.0
ALIDIL_FSR.cif_102,ALIDIL_FSR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.06784504234405006,0.37282493594865646,1.4731971926905714,3.6860941240401064,5.928812030524935,7.397814420006894,8.159811800598492,8.51337235294823,8.645554501432217,2.8675481389819844,0.26937966200175834,0.004723527778969696,11.521014387764048,3.945187269435172,6.770677689977273,0.6090457238021982,8.178492680771926,18.769605233610307,0.8050531050538277,6.055427026333829,0.9167935175278449,34.5717918481232,4.462850430700943,10.960570556371662,0.4183026799274175,-6.055427026333829,-0.9167935175278449,21.03552696869884,31.0,72.90645,3.0,0.0,0.0,124.0,-7.0,-14.99146,-1.0,-15.0,-2.2199999999999998,-35.0
ALIDIL_FSR.cif_103,ALIDIL_FSR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.06784504234405084,0.3728249359486578,1.4731971926905711,3.6860941240401055,5.928812030524935,7.397814420006894,8.159811800598487,8.513372352948227,8.645554501432217,2.867548138981984,0.2693796620017596,0.0047235277789698,11.52101438776404,3.9451872694351713,6.770677689977269,0.6090457238021988,8.178492680771917,18.769605233610292,0.8050531050538271,6.055427026333832,0.9167935175278448,34.57179184812316,4.46285043070093,10.960570556371634,0.41830267992741615,-6.055427026333832,-0.9167935175278448,21.035526968698782,31.0,72.90645,3.0,0.0,0.0,124.0,-7.0,-14.99146,-1.0,-15.0,-2.2199999999999998,-35.0
ALIDIL_FSR.cif_104,ALIDIL_FSR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.06940332805411167,0.3558216287113412,1.1893789844095841,2.8068545256650843,4.526533272227291,5.695028517098183,6.312336603665981,6.601114985124649,6.709442930497438,2.2007424216709746,0.26442277888442794,0.004950865675696945,8.096064932887932,2.0562350551798847,5.138364961064051,0.210124123555287,6.386565764954603,14.099323373096809,0.711001736857734,8.766416416612767,1.040237049342688,29.49108928812266,-1.5030866916538892,-2.6142548929792295,-0.2384069878286328,-8.766416416612767,-1.040237049342688,-3.738216075900182,31.0,72.90645,3.0,0.0,0.0,124.0,-7.0,-14.99146,-1.0,-15.0,-2.2199999999999998,-35.0
ALIDIL_FSR.cif_105,ALIDIL_FSR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.06940332805411187,0.3558216287113416,1.1893789844095843,2.8068545256650848,4.526533272227291,5.6950285170981845,6.312336603665981,6.601114985124652,6.7094429304974375,2.200742421670974,0.2644227788844283,0.0049508656756969685,8.096064932887932,2.056235055179884,5.138364961064054,0.21012412355528687,6.386565764954601,14.099323373096803,0.7110017368577338,8.766416416612763,1.0402370493426876,29.49108928812264,-1.5030866916538874,-2.6142548929792264,-0.23840698782863248,-8.766416416612763,-1.0402370493426876,-3.7382160759001724,31.0,72.90645,3.0,0.0,0.0,124.0,-7.0,-14.99146,-1.0,-15.0,-2.2199999999999998,-35.0
ALIDIL_FSR.cif_106,ALIDIL_FSR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.06940332805411163,0.355821628711341,1.189378984409583,2.8068545256650825,4.526533272227289,5.695028517098182,6.31233660366598,6.601114985124649,6.7094429304974375,2.2007424216709732,0.26442277888442767,0.004950865675696933,8.09606493288793,2.056235055179884,5.138364961064047,0.21012412355528656,6.386565764954598,14.099323373096796,0.7110017368577336,8.766416416612762,1.0402370493426873,29.491089288122627,-1.5030866916538888,-2.61425489297923,-0.23840698782863268,-8.766416416612762,-1.0402370493426873,-3.7382160759001817,31.0,72.90645,3.0,0.0,0.0,124.0,-7.0,-14.99146,-1.0,-15.0,-2.2199999999999998,-35.0
ALIDIL_FSR.cif_107,ALIDIL_FSR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.06940332805411162,0.35582162871134115,1.1893789844095841,2.806854525665086,4.526533272227294,5.695028517098186,6.312336603665985,6.601114985124652,6.709442930497439,2.2007424216709746,0.2644227788844278,0.004950865675696931,8.09606493288794,2.0562350551798843,5.138364961064053,0.2101241235552869,6.386565764954598,14.099323373096798,0.7110017368577334,8.766416416612762,1.0402370493426876,29.491089288122634,-1.503086691653889,-2.614254892979231,-0.2384069878286325,-8.766416416612762,-1.0402370493426876,-3.7382160759001692,31.0,72.90645,3.0,0.0,0.0,124.0,-7.0,-14.99146,-1.0,-15.0,-2.2199999999999998,-35.0
ALIDIL_FSR.cif_108,ALIDIL_FSR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.05224818454596108,0.37236090415224465,1.516935066237927,3.6992476007431856,5.888976905199324,7.325244227314031,8.07164496837826,8.418323178672239,8.547991113755733,2.897806018679028,0.2588508029278327,0.0026310075453226454,11.705924962676168,3.9110683416876157,7.258272787815542,0.683502004702731,7.305222366895691,16.42821664163501,0.7784740922270338,7.978812375517252,1.0043396437069767,32.42658124864427,0.8938388047726871,2.854507337693444,0.0149834405150672,-7.978812375517252,-1.0043396437069767,5.704408438725433,31.0,72.90645,3.0,0.0,0.0,124.0,-7.0,-14.99146,-1.0,-15.0,-2.2199999999999998,-35.0
ALIDIL_FSR.cif_109,ALIDIL_FSR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.052248184545961335,0.37236090415224493,1.516935066237927,3.6992476007431834,5.888976905199322,7.325244227314028,8.071644968378259,8.418323178672232,8.547991113755733,2.8978060186790278,0.25885080292783313,0.002631007545322672,11.70592496267616,3.9110683416876175,7.258272787815536,0.6835020047027315,7.305222366895689,16.428216641635,0.7784740922270332,7.978812375517247,1.0043396437069767,32.42658124864425,0.8938388047726901,2.854507337693451,0.014983440515067779,-7.978812375517247,-1.0043396437069767,5.704408438725461,31.0,72.90645,3.0,0.0,0.0,124.0,-7.0,-14.99146,-1.0,-15.0,-2.2199999999999998,-35.0
ALIDIL_FSR.cif_110,ALIDIL_FSR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.05224818454596158,0.3723609041522457,1.5169350662379286,3.6992476007431865,5.888976905199326,7.3252442273140295,8.071644968378264,8.418323178672237,8.547991113755735,2.897806018679031,0.25885080292783386,0.0026310075453226983,11.705924962676173,3.9110683416876166,7.258272787815552,0.6835020047027328,7.305222366895687,16.428216641635,0.7784740922270331,7.978812375517247,1.0043396437069765,32.42658124864425,0.8938388047726884,2.854507337693446,0.014983440515067637,-7.978812375517247,-1.0043396437069765,5.704408438725452,31.0,72.90645,3.0,0.0,0.0,124.0,-7.0,-14.99146,-1.0,-15.0,-2.2199999999999998,-35.0
ALIDIL_FSR.cif_111,ALIDIL_FSR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.05224818454596114,0.3723609041522445,1.5169350662379266,3.699247600743183,5.888976905199322,7.325244227314028,8.07164496837826,8.418323178672235,8.547991113755732,2.8978060186790273,0.2588508029278327,0.0026310075453226506,11.705924962676159,3.9110683416876117,7.258272787815542,0.6835020047027307,7.3052223668956895,16.428216641635007,0.7784740922270337,7.978812375517253,1.0043396437069771,32.42658124864426,0.8938388047726863,2.85450733769344,0.014983440515067187,-7.978812375517253,-1.0043396437069771,5.704408438725433,31.0,72.90645,3.0,0.0,0.0,124.0,-7.0,-14.99146,-1.0,-15.0,-2.2199999999999998,-35.0
ALIDIL_FSR.cif_112,ALIDIL_FSR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.06999882399177547,0.40790187003003026,1.4961195170496404,3.6022486362861152,5.853700808895259,7.3956915903791485,8.214133207909594,8.597857798666718,8.741938699380912,2.8130209949515956,0.29328632982152086,0.00483484986734687,11.37129553190919,3.720451692397204,6.87372717483127,0.6189817683482737,7.067603018091195,15.880744042386743,0.761463494057132,7.899730542205464,0.9722320643448978,31.45594382191725,0.6965395189862514,2.379129172849067,-0.01009486143673398,-7.899730542205464,-0.9722320643448978,4.4514013796319425,31.0,72.90645,3.0,0.0,0.0,124.0,-7.0,-14.99146,-1.0,-15.0,-2.2199999999999998,-35.0
ALIDIL_FSR.cif_113,ALIDIL_FSR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.06999882399177604,0.407901870030031,1.496119517049641,3.6022486362861175,5.853700808895262,7.395691590379152,8.214133207909594,8.597857798666722,8.741938699380913,2.813020994951596,0.29328632982152164,0.004834849867346954,11.371295531909201,3.7204516923972033,6.87372717483128,0.6189817683482733,7.067603018091188,15.880744042386725,0.7614634940571313,7.899730542205462,0.9722320643448974,31.455943821917224,0.6965395189862447,2.379129172849052,-0.01009486143673457,-7.899730542205462,-0.9722320643448974,4.451401379631917,31.0,72.90645,3.0,0.0,0.0,124.0,-7.0,-14.99146,-1.0,-15.0,-2.2199999999999998,-35.0
